po_id,product_id,quantity,cost_price
1539,6257,24,1870.07
1924,2051,193,69.86
1113,1511,84,46.96
2761,5078,138,31676.67
2955,1296,195,12.13
870,548,206,142.84
70,3358,171,3379.8
1073,3774,76,3997.29
2271,1698,40,91715.26
540,5728,126,711.47
1888,6027,282,322.62
2024,5210,87,1368.43
1447,1032,233,93.6
176,5400,42,419.3
683,5382,262,486.29
2972,3051,93,357.55
1721,667,21,2896.73
1739,2303,190,35428.21
2785,1864,102,42.06
1235,1344,46,118.53
1393,4264,117,31.44
964,5341,212,1943.21
1180,3954,30,13235.94
1290,3558,46,3662.49
2360,600,294,1015.53
2627,5278,114,54.22
1519,784,42,2098.89
2022,2714,122,26899.14
457,3833,83,6842.34
585,3831,197,4665.78
2173,473,105,59.81
1177,2727,259,15986.42
1967,331,171,68.19
1298,2701,133,51764.53
392,4712,261,140.85
981,3158,107,1926.48
385,2857,207,2604.51
1106,943,84,49.13
2646,5815,115,151.07
1684,2425,232,14057.99
1656,3134,204,2159.78
2860,1782,93,17.22
305,126,162,140.01
2911,3933,288,14625.15
1824,282,70,133.86
1222,4127,20,1408.12
1206,3109,107,1368.91
1319,4236,188,2158.05
1481,1298,27,45.65
1624,957,52,30.25
648,1032,124,96.62
279,5267,267,38.09
1057,341,234,48.38
2926,29,220,183.73
995,512,292,94.6
293,805,52,152.14
1601,3768,66,4142.82
1662,5061,198,23354.37
2734,4235,134,1959.69
2739,5106,298,8837.8
650,2823,300,83496.84
2311,5029,61,10840.21
1463,6013,165,141.73
2611,184,296,133.05
390,2299,181,14070.68
2349,5223,213,621.08
897,3938,261,22104.45
2584,5244,211,22.51
2630,5592,260,79.14
803,1961,269,14357.36
108,5845,271,772.08
2762,2624,290,36137.96
1752,5507,112,4446.51
571,1639,144,263.17
906,495,220,59.05
1178,1419,42,240.98
1226,2356,97,2082.03
992,2216,288,125.95
2249,4345,182,1417.84
134,5578,74,72.7
1500,4438,182,2319.55
2673,4053,104,387.75
1739,837,29,450.7
1482,6267,202,481.36
395,3277,107,70.74
1399,5828,129,478.51
1735,1945,228,331.79
873,5873,220,4768.21
2184,2007,35,95494.47
214,432,136,47.1
1029,3989,152,38609.86
1471,2119,95,758.37
1571,2424,274,76857.55
1496,1660,298,178.29
1617,4620,170,10.78
133,3613,252,2468.59
1686,1028,183,22.74
1394,3402,189,18121.35
1954,5046,209,29543.36
1928,4135,220,440.68
2192,2869,134,1685.89
2128,964,136,376.5
794,2576,144,60770.49
541,4817,31,1987.53
62,3279,22,113.6
2344,2744,26,70390.21
204,2255,112,373.53
2107,5260,223,26.24
89,2429,295,35033.0
437,1633,283,180.3
1389,2088,134,864.42
1317,1723,86,16085.65
2677,5224,110,1963.78
2270,1668,87,196.63
1634,1944,189,163.06
2107,2655,203,14024.62
242,4107,118,247.51
2650,5416,142,352.58
787,4776,221,118.02
484,808,289,56.74
2158,492,193,441.05
2665,6250,284,1015.63
290,4987,81,2250.17
1138,1473,41,240.53
6,5865,89,2718.1
2344,5501,263,1279.23
2438,2844,118,65950.9
142,2001,177,41871.85
396,1069,141,71.61
2884,5333,219,597.23
1997,4325,262,2369.86
1406,3911,286,17383.21
1110,3528,299,2233.23
694,3342,57,2145.8
2311,5475,288,354.96
2784,5147,30,27957.81
160,2228,159,90.13
24,4710,199,1368.34
1503,4798,285,1481.7
1513,4081,164,283.3
2405,50,197,257.44
2889,297,142,97.6
1479,356,165,46.38
363,2448,239,69503.09
1976,5950,282,5265.88
1255,3477,288,3796.11
808,1736,203,8194.41
1801,4593,64,2182.82
2950,5638,123,548.41
823,4531,121,504.73
1728,3590,167,1168.83
2449,4425,77,1395.7
2591,3561,178,1342.62
2387,3955,155,14185.71
1938,6120,263,191.5
2918,2386,97,108892.58
1261,877,117,871.72
935,2284,58,409.39
1235,1831,94,1122.6
484,2664,239,28166.75
67,3947,30,4871.47
2795,5262,86,49.22
2136,217,277,81.51
1380,1706,48,25902.11
2794,2084,159,863.57
786,1646,163,209.58
611,5258,280,70.03
2850,3877,80,38527.74
422,2483,118,58453.38
716,2599,89,36330.71
545,2320,76,64303.24
1525,2467,126,19675.0
1879,2557,239,39942.4
636,4223,258,4807.48
948,2386,193,105666.56
391,6173,152,189.23
1081,2928,119,1482.45
1424,728,100,2165.93
2637,3257,90,3756.57
2233,1298,109,42.3
2333,5460,77,237.76
2281,927,157,192.27
904,4754,108,241.52
2464,429,201,108.36
2873,5547,223,2414.29
607,3278,274,266.73
2719,3372,168,1227.45
1289,5915,207,1735.06
1656,2221,183,85.85
1518,693,40,2763.24
1658,4907,148,106.18
1901,1745,101,173.86
2821,5972,70,6385.89
2870,963,261,350.08
1590,119,241,293.82
1903,5325,187,2417.79
758,828,231,1685.53
829,1770,65,83.64
1635,1066,75,101.01
2270,2369,234,54251.65
1504,1275,193,159.56
2352,574,128,1121.55
668,3944,75,7995.87
1766,4592,226,1072.31
1751,153,279,88.06
1255,517,49,54.11
1957,3644,26,2225.84
398,601,133,1887.61
229,4135,98,447.2
2141,2443,171,15007.29
2906,107,38,279.63
87,4498,199,5086.95
2772,3246,104,7604.05
2844,4502,276,559.97
2860,5476,237,148.52
528,842,288,249.62
275,2708,202,23897.61
225,5283,78,24.25
2988,4392,197,2230.62
688,5302,67,69.99
2915,91,186,104.91
1619,5455,113,49.87
185,834,115,1862.89
1519,4863,51,478.92
2466,1838,80,251.33
1632,2904,182,11555.55
916,1434,84,206.24
1387,3682,148,6025.09
1071,3060,269,568.91
1149,5830,89,831.67
355,1467,159,109.92
2187,3701,199,935.06
2386,4222,110,3615.99
2612,5539,103,594.96
2829,2211,204,908.54
721,1438,124,34.99
1292,4500,222,5648.49
2640,3324,281,1538.87
2893,2119,77,798.01
939,5522,300,2516.82
2638,820,231,1541.96
475,1619,156,388.92
1921,4704,157,18.98
1135,3458,132,986.18
364,955,29,38.34
678,3486,117,2839.74
113,3416,65,2311.39
1964,296,220,51.02
75,4559,134,382.81
1305,5633,91,4914.61
1746,5735,268,1048.13
2447,4125,256,903.86
1229,415,145,144.56
2666,3277,157,69.69
1264,5093,119,31095.91
2170,1208,256,62.83
1102,1764,251,70.01
876,3436,272,1464.61
1493,4636,73,1061.85
987,2360,67,2207.26
1282,5949,247,5174.36
2297,3660,172,2031.55
1056,4938,280,907.2
1010,1848,62,95.67
310,402,161,177.98
812,3876,228,29971.73
2125,1397,111,62.82
1589,5727,263,382.73
2211,1258,49,34.63
2404,1750,202,101.16
2406,3743,213,3641.26
815,2003,68,59237.62
753,3918,61,7170.43
613,3096,202,1750.43
1808,5043,44,125540.8
2941,4018,148,19715.22
2114,3252,276,1461.45
1111,1371,232,45.1
2175,1033,210,87.81
2939,2691,282,67399.55
2370,5995,259,2808.24
2550,6128,174,205.07
936,1237,244,35.28
2664,2735,277,2752.75
305,2544,67,19406.25
2537,1568,264,343.77
969,3933,286,16402.92
16,595,158,651.02
883,5863,49,1749.84
2313,4090,107,371.48
2224,5235,235,36.25
447,2421,78,43121.22
455,5664,118,482.24
368,3862,214,4221.46
760,3997,294,17706.89
1731,5585,291,128.42
1515,5067,238,20680.45
2849,4233,54,1329.68
2664,3727,248,1933.98
2287,2246,179,184.76
2586,4813,82,7736.94
2956,699,231,2259.93
1122,2359,190,1548.9
2222,2271,113,464.74
2281,3455,175,3392.51
1123,2609,101,26157.53
2297,2181,201,127.8
1947,4230,299,842.57
1126,3088,169,3474.15
1295,4358,91,2305.95
2678,4197,134,452.18
1840,4081,214,295.1
659,2323,218,8643.65
1115,2813,185,29713.13
2835,5175,65,699.69
2789,3425,259,2034.57
2394,2641,87,72569.7
2328,4515,241,2081.27
2411,2201,91,172.47
584,597,60,970.68
893,5510,126,327.58
84,367,225,28.69
583,6185,287,175.61
1339,1971,41,47648.8
900,5186,107,95.59
1829,2917,222,4691.42
2369,866,127,995.72
2437,5329,111,6164.02
2284,4797,277,1194.45
2518,5897,230,5611.24
1815,4524,132,324.22
246,3909,135,10838.45
85,1577,174,99.7
195,4099,71,458.53
738,4393,239,2769.53
754,2039,243,60.67
1049,1174,153,150.54
2902,3388,297,1147.3
1921,5754,117,2561.96
1370,2837,152,14767.59
1022,4235,35,1685.83
1021,5539,210,601.0
341,423,256,449.03
2218,4781,226,14.0
1190,3189,96,1880.36
1954,1713,216,63467.12
1197,5448,119,140.18
656,3742,55,2958.25
1629,2716,111,36774.7
2715,2785,37,10537.95
493,502,160,447.88
1686,5466,180,347.41
2548,5749,231,219.91
2111,3429,218,1244.46
2886,4678,81,1779.74
86,3,144,103.64
2031,3474,53,1873.01
2652,4795,144,268.35
1376,3999,246,23751.32
2982,3972,169,7801.52
2755,3489,27,6271.3
718,3270,261,148.18
2939,988,37,88.03
2264,122,135,41.6
1934,3676,159,6230.12
2003,5658,145,110.72
726,2042,123,90.48
1190,384,229,61.39
2942,843,41,323.06
976,2924,90,8930.85
2153,868,57,1574.47
929,2834,24,73706.03
2524,3585,24,868.74
855,3245,31,5729.46
1724,1783,279,102.61
2972,6152,190,101.89
1908,6084,157,105.44
1662,3549,232,1155.22
1649,5168,51,470.17
2002,2652,39,62423.0
177,5043,79,118051.45
2921,5746,58,267.5
162,2174,179,400.17
169,5511,262,376.98
950,3816,22,2602.22
1601,2634,112,30697.44
729,4346,80,3702.41
642,3684,224,2572.6
2915,3136,266,3451.22
383,5582,25,38.81
2193,318,254,63.25
884,5816,83,95.63
2928,4621,86,12.97
1212,2765,97,33373.66
2216,5947,182,3754.99
2315,2597,265,14375.35
2441,749,226,2724.7
1714,2000,147,57532.27
1437,2287,127,486.22
2276,5232,173,43.85
2568,5059,297,23750.66
2809,383,231,464.46
1395,6275,255,1987.77
1486,4185,238,3633.78
249,2269,67,244.22
127,4593,300,2356.46
1938,1727,247,106744.83
1854,784,272,2441.95
2296,563,128,163.71
114,265,72,107.56
15,6219,132,175.11
415,5956,118,6399.69
648,4024,192,20274.87
2331,942,63,234.88
1964,6279,290,2020.06
858,3894,38,4279.77
1351,1861,297,162.77
2341,2806,281,50597.44
984,1638,233,128.2
1622,6092,122,185.66
516,3009,159,531.75
1172,4956,86,113.7
516,5374,207,2051.9
1415,408,157,83.99
1062,1430,202,205.74
511,1908,230,751.28
455,1125,281,68.72
2791,3102,219,6250.42
904,5309,247,103.25
1037,2924,72,8659.3
887,4894,231,541.49
970,4208,84,3652.21
1634,5124,51,19313.06
1551,2974,49,46228.93
1997,508,243,129.41
405,554,277,215.96
1462,4305,148,1535.34
1873,921,156,48.53
359,1477,214,251.48
16,5582,97,39.04
2879,5571,40,61.96
2568,2784,219,79278.1
2190,366,40,84.66
2679,1900,147,777.94
2814,896,260,726.1
1874,5567,166,43.76
847,1560,99,203.33
831,991,122,46.01
2665,11,80,16.1
2708,440,167,62.98
1642,4689,242,76.26
221,209,212,501.91
2938,2090,275,2002.02
2197,3691,110,2549.85
1514,418,173,130.8
482,3894,289,4143.19
1251,1423,262,228.76
2627,1475,155,96.09
1004,3928,30,34546.2
2788,5119,51,19325.55
1856,53,195,81.93
2680,5997,248,3346.77
1607,2909,136,3057.77
2131,3336,69,2367.83
2725,5057,177,15980.8
953,3449,289,1747.54
200,309,144,99.38
2916,273,292,120.09
237,5202,209,792.85
2750,3476,24,2691.72
1267,4899,172,84.17
537,5832,41,355.61
173,4024,100,23085.78
543,650,296,2218.36
1136,1576,92,302.67
292,5134,214,37949.34
635,396,134,55.3
1842,1932,259,193.47
389,2671,235,17889.42
551,5610,290,19.31
1835,6239,221,918.87
573,2655,79,12935.14
1159,4144,108,3175.89
2756,429,20,110.71
2490,3540,287,1993.26
2288,2202,175,454.36
557,4371,113,2187.86
490,4985,193,2135.89
373,5201,258,182.39
213,5168,152,456.07
2449,1666,295,149.84
166,290,83,684.98
1832,3050,144,164.07
887,3486,24,2979.71
1977,6062,288,5365.67
2213,2108,22,434.04
1879,5945,144,2894.71
733,4914,181,828.29
2035,731,63,2643.47
2988,2894,119,2733.58
1618,2851,238,4195.94
2239,4761,136,595.8
35,3993,278,15863.23
2356,1301,139,61.52
1670,2375,203,25853.19
2154,3462,280,1245.37
856,142,53,252.95
1399,4458,279,4369.63
88,2290,25,286.5
2032,791,35,996.54
2828,4578,171,1096.52
611,356,269,45.93
1331,581,51,613.44
1606,253,97,166.22
909,5381,295,354.83
1753,6164,44,45.69
2766,2852,46,3350.29
2124,1940,39,387.34
1660,4439,136,2680.83
374,1358,156,67.15
2909,2046,140,89.37
79,1930,61,235.4
2192,3863,268,4820.56
2929,6216,31,173.05
4,2249,288,147.4
1531,2611,250,38528.77
172,5660,258,482.84
2534,5929,224,3483.21
2379,2461,281,31953.63
2222,3326,229,1978.07
1946,5203,218,373.48
210,1269,165,47.64
2965,3514,289,1767.74
369,3733,52,2112.74
96,1733,66,29650.84
932,5030,169,13429.59
2753,1206,150,13.79
2684,1599,264,346.85
2805,3656,232,2643.2
1926,423,24,475.01
549,161,153,93.01
2649,353,57,99.9
291,5641,144,1586.57
2263,1380,144,190.93
2241,5520,232,1643.94
2436,1745,50,167.03
1680,1196,123,268.02
403,5485,22,87.73
2976,371,248,144.78
1505,5771,227,560.67
1690,3893,246,10698.15
1226,4527,26,752.25
1026,1093,229,111.59
861,1681,297,298.93
1158,3084,258,4797.19
952,3547,178,4971.14
1006,2952,136,13348.57
2124,6072,111,2438.97
552,4040,210,230.15
1205,3263,226,14849.84
1547,780,128,1905.44
2680,946,123,266.72
1507,2594,77,8215.91
674,4937,52,431.56
2233,3795,103,3154.9
1833,3806,54,5162.89
1467,2794,104,62663.86
821,1041,259,43.88
2987,2863,245,8323.88
2552,2266,194,228.92
2462,3597,235,2582.18
855,2483,247,54011.16
2726,1961,95,12317.4
2929,4797,249,1250.62
49,2718,166,59363.0
1196,5578,27,69.22
773,1097,74,34.06
615,2429,167,33317.53
2489,2877,61,2171.01
1270,55,225,228.47
2811,1959,190,31969.19
698,3645,197,2488.12
2383,1526,88,63.82
1053,5348,76,1838.21
935,1070,171,49.59
43,2148,106,353.21
1492,3154,141,5156.19
2063,2902,296,979.32
1530,3012,153,531.72
165,2126,298,1044.06
196,4476,233,7444.26
1973,3396,159,3226.06
2029,3616,205,1642.97
1146,961,63,214.05
240,6080,64,100.22
2466,2530,233,31147.29
864,4807,279,409.02
1946,1096,69,16.37
1378,5325,78,2860.86
476,6185,89,182.45
344,1108,106,65.9
1711,5239,217,47.4
1107,6165,231,89.37
797,1905,139,1859.25
1297,1000,176,96.4
2,4609,223,78.35
13,2273,79,224.05
1991,466,89,226.58
2843,5008,281,3420.17
484,4166,95,821.06
861,5944,27,2309.81
655,3644,97,1997.64
2385,172,242,120.49
2576,809,81,78.59
126,4396,253,7883.49
14,405,281,232.42
685,4460,234,6407.94
1638,5299,112,76.8
2388,2362,202,13003.92
1460,100,251,137.33
858,141,227,166.69
254,3663,39,884.19
1248,3935,198,23077.18
23,6009,65,925.39
390,268,251,153.76
2945,3519,41,1299.32
1667,4228,281,3707.41
2084,1028,39,20.29
46,5739,214,612.11
1051,5211,94,622.48
396,3557,176,2400.59
1628,4417,258,2883.64
2001,2011,189,91.79
2350,2095,150,430.92
148,4657,53,169.39
924,1802,66,400.01
465,5424,60,184.21
1483,4615,257,206.49
247,6022,20,137.98
2543,4495,137,1782.39
1923,1674,190,70.54
423,1968,71,49235.59
1099,3211,141,9673.32
1325,848,246,1205.41
211,857,278,1189.24
1634,4501,155,8263.88
1751,4355,68,5420.06
1002,2978,185,3015.03
1453,2043,253,53.54
1440,1932,73,218.3
2485,3985,78,242.86
2756,4416,257,2232.12
847,1617,223,552.28
582,1268,103,64.5
367,1680,94,160.2
2180,1749,116,275.47
1054,840,260,181.68
599,2083,159,422.04
398,3612,100,1927.07
2157,2856,253,2032.18
2921,895,116,742.43
229,4571,175,494.58
44,2741,109,1022.66
989,4789,140,1116.35
1862,2342,208,62946.57
1734,260,164,312.85
1685,1402,207,99.6
921,559,240,108.74
98,2254,221,325.99
1399,4660,260,11.18
2177,1845,179,44.5
1673,4596,183,235.47
1428,1906,68,3318.48
1566,1338,144,61.03
8,4388,272,5727.0
1337,4050,41,377.74
1965,3043,147,164.87
1995,1605,172,148.37
1782,6244,81,1897.53
265,970,88,239.28
1651,3770,121,3076.85
2230,3503,160,2052.58
724,2210,206,420.12
923,698,131,1894.4
539,1500,148,171.92
1169,1820,150,399.04
2517,1639,96,277.3
2828,3596,184,2002.57
825,3446,197,2512.9
248,4486,200,3121.6
1939,4223,34,4861.43
2163,5571,56,60.56
915,4813,176,8378.67
2113,5796,65,124.02
1436,3054,227,107.29
33,5904,193,3389.81
891,4358,171,2299.98
1798,52,256,124.75
417,4159,205,3277.43
2801,4461,174,7850.01
851,3139,181,2417.36
662,161,269,87.91
1050,2868,107,930.13
2030,4864,268,843.35
299,5042,189,104789.67
1128,839,33,291.93
582,5083,89,115839.83
1955,1150,160,114.39
2404,4369,291,4678.86
2424,849,193,238.61
2625,2908,99,2472.22
2668,5632,23,4510.32
2881,2667,90,46650.55
692,1271,203,102.72
896,5625,193,858.46
1215,5618,137,57.53
2307,2265,108,174.57
1688,5272,76,33.19
1777,2900,183,7955.82
1123,4729,49,85.05
1102,5263,243,51.6
2750,3712,248,2550.54
2184,1424,211,534.75
2138,3805,271,4406.6
1357,1537,258,179.39
2927,980,206,129.75
2032,1033,89,89.16
637,4590,282,318.45
2947,4768,109,60.65
1708,3204,246,2260.54
402,688,280,2905.54
263,6113,264,508.85
85,2115,217,822.79
2602,2989,154,63707.29
2252,1810,299,464.51
1744,5742,238,119.51
895,1176,91,30.46
1902,3042,271,122.63
2222,5697,251,590.51
2959,5116,148,29143.09
2119,2460,209,27797.14
1164,5173,240,1428.83
1133,2644,196,8871.96
1296,3191,46,1318.42
141,3370,268,1597.73
2196,85,140,159.86
2488,5856,114,6699.85
2228,4421,188,7237.71
2190,405,166,244.86
1306,468,103,48.91
1186,3636,208,4480.45
1901,1717,52,82708.31
817,1152,256,162.52
286,5332,64,474.32
1240,4025,263,25178.08
1459,1935,90,737.07
1637,4374,257,1637.81
15,1663,156,153.95
1527,4902,257,916.5
2690,4915,202,59.83
2747,5838,165,340.36
1375,5372,146,1423.49
1514,6137,160,325.35
923,3634,192,2538.59
1389,6073,233,1791.84
2945,6064,204,375.68
1850,4461,169,8258.81
456,4696,291,117.63
814,2470,163,40481.15
1455,3517,250,3057.57
2272,5247,91,114.68
998,5401,53,607.84
399,2340,197,40105.64
27,5332,140,494.58
2727,2770,40,43351.58
2185,1067,293,56.79
2726,3365,35,3312.0
905,3156,276,8384.19
550,4521,144,484.92
1147,994,81,29.31
422,3790,57,2075.28
930,1403,184,62.28
1225,2389,252,11485.06
1349,193,223,65.7
2923,4949,27,414.52
1200,4427,238,4240.01
1683,4714,87,235.53
528,2690,46,58120.92
2202,1391,236,107.71
2883,2706,158,14927.7
927,3177,177,4120.02
1753,4377,259,2511.1
1236,4954,29,970.84
1649,4658,264,193.64
738,2391,243,18378.62
2903,4575,239,379.85
1040,2238,83,58.75
2551,4506,269,899.91
2894,5947,55,3955.15
2794,5296,106,360.57
2177,3995,249,21315.43
344,5824,108,118.34
2072,2908,173,2742.02
2027,6012,277,100.61
209,6226,226,207.23
12,4511,135,1615.5
1976,4132,147,239.06
479,6023,27,272.91
1762,6255,282,725.48
2740,732,35,2804.18
398,109,52,66.36
902,3039,140,247.69
1968,4713,131,190.87
628,1212,280,41.56
1136,1234,205,101.21
806,5115,153,23046.3
1295,113,244,132.91
1627,5036,204,9561.6
256,2517,259,17927.82
736,4664,179,20.81
767,5960,120,3380.71
1716,5473,81,358.0
594,5390,297,1602.32
69,2433,91,62397.65
1815,3779,87,3978.79
437,639,101,2881.74
861,611,156,2714.08
1304,984,78,159.74
34,780,245,1968.13
698,4184,197,3495.98
656,5050,179,24784.51
1801,4836,229,459.07
2359,6045,267,2322.31
1800,2979,140,1222.58
494,637,75,3653.57
325,2761,116,19718.29
1483,494,26,236.89
1873,19,38,23.84
1662,944,55,44.83
692,1481,271,228.12
344,1374,257,150.66
101,5625,101,855.79
1105,5915,166,1869.97
2416,2710,166,35294.29
916,6125,170,275.91
1047,4569,200,486.61
828,2269,30,277.91
795,1031,184,47.54
1041,5426,104,304.45
2671,5846,218,893.4
833,4059,291,390.97
82,2872,41,3951.48
2289,5515,229,1153.91
2672,1960,263,90750.75
1,3579,143,5853.38
594,3878,40,44787.51
2222,2097,168,957.46
2213,549,70,156.49
1863,1065,253,89.64
1729,3525,50,1304.44
2697,622,239,2439.89
2092,886,194,2015.32
1434,4002,85,6054.52
2537,5623,96,103.5
2129,4268,57,32.76
1437,1417,290,97.62
768,3873,206,5559.94
541,2877,283,2225.2
2196,2519,198,29976.35
1880,930,95,91.21
923,5386,72,1365.01
1925,3832,163,6551.08
2569,1403,202,59.54
2472,2499,159,81268.14
1059,3588,54,1289.93
1338,3716,99,3507.62
1081,3257,63,3362.38
2979,1143,118,55.84
1474,4887,273,83.93
2881,5698,113,2081.13
1594,2824,169,100358.54
1662,796,298,2882.17
2612,2285,153,275.27
2140,1368,66,58.22
2994,2366,82,26310.63
2235,3943,74,6594.37
981,2035,141,97.33
2163,2514,177,63070.71
1163,4835,240,2080.2
949,4750,271,1385.14
982,751,95,1838.77
114,4077,168,189.24
259,63,203,72.58
970,5236,249,39.23
617,5709,33,107.06
2877,3968,30,5787.1
234,2860,166,2488.66
2110,3284,172,64.6
1966,6122,33,940.38
1217,2148,96,360.53
1406,1975,170,52866.52
1525,4130,138,1658.49
2972,1105,132,65.02
671,1691,129,29474.59
1277,4192,296,1934.87
1669,3956,171,14415.57
2753,1531,114,178.06
2948,3648,85,3174.5
2140,3791,62,2591.19
2717,1995,55,128041.5
1489,4575,271,425.35
436,4641,156,593.41
1260,1851,225,36.52
1050,2429,53,33754.71
1794,414,86,80.35
962,2499,69,75451.28
736,508,279,113.99
396,5251,271,42.99
2715,5946,160,3196.79
700,5681,144,1111.52
1748,1444,90,47.88
335,5534,258,5513.75
1827,2564,186,57261.88
1857,1885,50,409.59
1516,79,188,72.44
1851,5560,53,111.75
2832,1898,250,3555.25
154,1286,193,21.84
901,703,202,2287.54
1798,4874,131,162.1
356,5293,271,1202.28
2530,840,161,195.49
2654,1147,68,45.32
127,3794,232,2800.25
2308,2680,72,18152.68
936,2758,129,75350.05
671,1467,204,109.65
1845,5496,66,256.25
1177,2464,226,63779.04
16,491,44,170.79
296,141,48,158.14
2873,3302,255,192.5
2744,5469,283,173.81
2224,1149,210,93.81
1216,3392,98,669.26
791,2653,266,68870.39
636,3908,143,27213.92
755,262,137,132.36
77,3664,128,1124.97
140,2393,79,45254.18
366,2737,214,292.83
1210,2396,103,74206.88
2590,3092,206,12066.37
199,5717,225,658.7
1127,2589,117,42523.55
791,4249,232,2568.64
1629,825,253,1357.31
296,1270,116,105.4
389,611,211,2637.9
50,5916,217,2325.07
1573,1382,283,238.29
2959,3882,118,20638.21
778,4331,293,2261.66
1300,3180,128,2849.84
1707,623,146,2460.41
1731,1912,117,823.11
1519,674,31,2414.0
1187,663,67,3207.47
618,5555,61,60.19
1796,2467,230,18144.57
1260,3249,122,2627.8
303,4896,248,246.87
2380,2739,252,684.02
617,3979,139,328.93
1374,3005,255,481.09
460,5115,75,25481.92
1329,880,119,621.73
845,3302,114,193.57
1369,3397,272,3864.47
460,2659,271,27963.07
1501,6154,294,366.3
1165,1665,240,164.96
1479,2468,262,24596.26
547,3485,97,1394.26
417,3090,22,7499.56
2591,1758,181,118.46
2553,47,262,192.49
1871,3947,162,4953.37
2558,940,275,229.48
804,2043,108,56.08
821,1952,132,142.15
985,2952,151,11356.01
1481,4388,257,5432.21
1849,2557,113,43379.13
2969,905,104,317.93
2781,1723,40,15134.48
975,3792,228,2841.61
809,3856,232,5126.6
910,3205,258,2794.16
2692,2191,71,657.19
246,363,97,123.54
1195,3680,196,4411.62
1987,169,118,80.93
2501,5435,165,80.43
615,4651,40,142.04
2317,2686,259,48893.93
1294,5814,207,102.25
2010,3984,274,181.14
1909,3611,228,1839.23
1399,5415,203,286.6
2209,4795,158,301.91
1262,1854,87,89.06
2965,2795,250,27210.74
349,5126,250,28952.93
2404,6121,200,439.51
756,6220,56,180.23
1057,2131,108,2095.44
1250,2167,47,945.09
242,6217,113,211.59
734,1216,164,106.14
153,1217,229,166.06
2824,734,243,885.46
892,6123,216,64.05
1761,1082,144,56.79
1222,1681,263,351.08
723,1132,200,47.68
91,3686,168,3343.13
2194,5198,38,663.49
921,675,47,2286.84
201,5737,107,383.98
2254,4799,156,2021.61
14,1147,31,42.5
2008,2842,276,40728.06
2657,4426,197,3923.49
2942,6101,135,440.09
653,6287,44,468.82
970,394,67,145.14
2636,2811,207,19818.54
2920,1365,21,35.05
16,1205,101,255.38
61,1542,231,159.09
2062,3803,32,8361.42
167,5126,181,30111.69
693,5047,138,37760.67
2376,5847,208,1033.93
2625,1192,32,93.24
624,4964,282,180.06
1685,1378,119,176.68
2619,114,236,99.39
2421,380,211,47.08
2908,2792,261,46560.12
134,6184,184,79.57
2464,846,199,660.43
890,5268,135,72.13
2524,1451,233,57.46
447,474,150,47.16
2501,37,30,144.34
2502,3581,236,14244.55
1954,2893,202,1093.23
2786,1494,264,185.55
582,2016,71,56.46
2612,3016,152,5130.44
2930,499,267,42.05
971,2000,52,53861.64
2451,3002,156,226.2
2657,5704,40,2602.82
1832,2884,204,2325.6
182,4662,251,19.34
2931,2538,58,83693.38
2631,1348,188,136.48
2506,6149,228,85.51
682,128,277,75.68
2282,2775,293,7767.19
1192,4434,244,5755.55
2002,1397,137,59.18
2055,490,297,94.67
2863,4142,96,2368.92
716,5619,38,120.22
1436,1123,100,70.06
2778,5272,202,34.41
814,938,68,202.26
1843,2062,205,1944.82
2734,5436,233,111.22
145,2697,78,16419.44
950,3117,66,7132.77
1564,3609,240,1315.41
1252,5599,176,60.43
1181,1976,181,37234.71
1815,1628,65,182.25
1292,5507,203,3993.6
754,4503,297,660.25
440,342,72,93.78
2498,5385,152,1043.51
1895,5286,218,1452.25
2926,787,260,2711.78
2558,9,163,13.94
1149,2100,73,760.06
2682,4178,104,3413.21
2363,4732,190,101.49
1905,1701,202,25418.15
2807,3085,271,1896.08
2833,2908,231,2542.06
1060,4458,240,4714.17
2376,2936,191,7775.35
1501,4690,136,111.16
2371,5382,210,526.47
574,1709,171,23305.98
805,610,299,170.24
743,3289,162,90.92
843,1659,282,161.66
1514,5720,141,381.88
1825,5864,183,2100.11
85,2437,300,69710.07
1680,3710,130,1982.43
1806,3265,262,23.14
1440,3136,60,3737.39
82,4573,236,601.64
1565,5474,96,443.47
1493,569,252,293.84
2097,1111,299,57.29
139,4467,156,4118.34
1263,4084,140,403.15
2066,3126,269,39.31
1656,3440,176,1858.63
2769,334,36,87.25
570,4165,78,4119.5
1128,3583,281,23485.58
1029,2091,124,407.34
246,4213,29,1314.99
1596,2369,71,61838.83
2095,3331,194,3558.41
1606,685,131,481.47
1406,3270,290,146.49
1045,2258,68,74.88
738,5971,293,4793.04
1958,157,222,116.34
656,539,284,1821.87
2830,3613,67,2252.21
2431,861,77,526.58
2701,5013,92,18961.26
2868,6090,254,431.84
736,4993,87,1580.85
1487,4571,147,482.03
1975,4998,165,3788.76
80,167,161,102.92
2650,577,117,481.3
641,2947,58,3683.96
781,4532,98,528.93
1873,1823,103,527.27
161,121,133,253.72
2231,3942,104,5529.63
1511,1248,231,50.41
578,5810,149,168.2
616,3768,246,3521.05
2896,6262,113,748.54
2475,4110,82,339.83
862,4717,73,1245.01
935,688,108,2949.82
350,1590,85,164.83
2095,1267,257,151.04
205,735,52,1063.74
1920,1619,215,376.51
580,1792,201,163.36
1982,6277,175,360.9
86,4806,179,324.64
1372,1832,217,402.24
728,4110,269,332.16
1054,2036,119,92.63
2895,2610,179,31834.83
